ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
guilt,"My grandmother wanted me to help her. I was driving a tractor  
pulling a dead branch off a tree. I told her she didn't respect  
me.","['my', 'grandmother', 'wanted', 'me', 'to', 'help', 'her', 'i', 'was', 'driving', 'a', 'tractor', 'pulling', 'a', 'dead', 'branch', 'off', 'a', 'tree', 'i', 'told', 'her', 'she', 'did', 'not', 'respect', 'me']","['grandmother', 'want', ""me'"", ""to'"", 'help', 'she', ""i'"", 'be', 'drive', ""a'"", 'tractor', 'pull', 'a', 'dead', 'branch', 'off', 'a', 'tree', ""i'"", 'tell', 'she', ""she'"", 'do', 'not', 'respect', 'i']",joy,2.0,0.59,surprise,15.0,2.3939011694532826,joy,4.0
joy,Hearing my girlfriend accept my offer of marriage.,"['hearing', 'my', 'girlfriend', 'accept', 'my', 'offer', 'of', 'marriage']","['hearing', 'my', 'girlfriend', 'accept', 'my', 'offer', 'of', 'marriage']",joy,1.0,0.514,disgust,5.0,0.913583048806603,joy,3.0
fear,Canoeing across harbour in winds - 20 knots and rising seas.,"['canoeing', 'across', 'harbour', 'in', 'winds', '20', 'knots', 'and', 'rising', 'seas']","['canoe', 'across', 'harbour', 'in', 'wind', '20', 'knot', 'and', 'rise', 'seas']",joy,2.0,0.484,fear,11.0,2.103095224985724,joy,4.0
anger,"Brother continually interupting while I was talking on the  
telephone.","['brother', 'continually', 'interupting', 'while', 'i', 'was', 'talking', 'on', 'the', 'telephone']","['brother', 'continually', 'interupting', 'while', ""i'"", 'be', 'talk', 'of', 'and', ""the'"", 'telephone']",,0.0,0.0,surprise,5.0,0.7887765351206883,joy,2.0
sadness,Hearing of the death of a friend who had been skiing.,"['hearing', 'of', 'the', 'death', 'of', 'a', 'friend', 'who', 'had', 'been', 'skiing']","[""'hear"", 'of', ""the'"", 'death', 'of', 'a', 'friend', ""who'"", 'have', 'be', 'ski']",fear,2.0,0.999,sadness,5.0,0.9887651320058284,joy,3.0
disgust,"Flicking through a magazine showing pictures of homosexual men  
committing various acts.","['flicking', 'through', 'a', 'magazine', 'showing', 'pictures', 'of', 'homosexual', 'men', 'committing', 'various', 'acts']","['flicking', 'through', 'a', 'magazine', 'show', 'picture', 'of', 'homosexual', 'man', 'commit', 'various', 'act']",,0.0,0.0,surprise,14.0,2.132954987433686,joy,4.0
shame,"Being caught by parents in a compromising situation with  
girlfriend.","['being', 'caught', 'by', 'parents', 'in', 'a', 'compromising', 'situation', 'with', 'girlfriend']","['be', 'catch', 'by', 'parent', 'in', ""a'"", 'compromise', 'situation', 'with', 'girlfriend']",surprise,1.0,0.32,surprise,8.0,1.3616436404779053,joy,2.0
guilt,"Describing to mother how a hole in the wall had appeared while I  
was babysitting.","['describing', 'to', 'mother', 'how', 'a', 'hole', 'in', 'the', 'wall', 'had', 'appeared', 'while', 'i', 'was', 'babysitting']","['describe', ""to'"", 'mother', 'how', 'a', 'hole', 'in', ""the'"", 'wall', 'have', 'appear', 'while', 'i', 'be', 'babysitting']",joy,1.0,0.41200000000000003,surprise,8.0,1.062113721497607,joy,3.0
joy,When I found out I had passed all of my university exams.,"['when', 'i', 'found', 'out', 'i', 'had', 'passed', 'all', 'of', 'my', 'university', 'exams']","['when', ""i'"", 'find', 'out', ""i'"", 'have', 'pass', 'all', 'of', 'my', 'university', 'exam']",fear,1.0,0.359,surprise,7.0,1.3677699529911551,joy,4.0
fear,"Almost crashing into the back of a car while driving along the  
motorway on my motorcycle.","['almost', 'crashing', 'into', 'the', 'back', 'of', 'a', 'car', 'while', 'driving', 'along', 'the', 'motorway', 'on', 'my', 'motorcycle']","['almost', 'crash', 'into', ""the'"", 'back', 'of', 'a', 'car', 'while', 'driving', 'along', ""the'"", 'motorway', 'of', 'and', 'my', 'motorcycle']",fear,1.0,0.7340000000000001,sadness,9.0,1.780762930500716,joy,5.0
anger,When my girlfriend of two years told me it was all over.,"['when', 'my', 'girlfriend', 'of', 'two', 'years', 'told', 'me', 'it', 'was', 'all', 'over']","['when', 'my', 'girlfriend', 'of', ""two'"", 'year', 'tell', ""me'"", 'it', 'be', 'all', 'over']",,0.0,0.0,surprise,6.0,0.9058292158802963,joy,5.0
sadness,"A person I really like left for overseas for a few months, I had  
hoped to go out with her soon.","['a', 'person', 'i', 'really', 'like', 'left', 'for', 'overseas', 'for', 'a', 'few', 'months', 'i', 'had', 'hoped', 'to', 'go', 'out', 'with', 'her', 'soon']","['person', ""i'"", 'really', 'like', 'leave', 'for', 'overseas', 'for', 'a', 'few', 'month', ""i'"", 'have', 'hope', ""to'"", 'go', 'out', 'with', 'she', 'soo', 'and']",surprise,2.0,0.601,surprise,13.0,2.0960665640610516,joy,8.0
disgust,"I deliberately avoided a person who I wanted to hurt, and who  
wanted to talk to me.","['i', 'deliberately', 'avoided', 'a', 'person', 'who', 'i', 'wanted', 'to', 'hurt', 'and', 'who', 'wanted', 'to', 'talk', 'to', 'me']","[""'i"", 'deliberately', 'avoid', ""a'"", 'person', ""who'"", ""i'"", 'want', ""to'"", 'hurt', 'and', ""who'"", 'want', ""to'"", 'talk', ""to'"", 'i']",fear,2.0,0.9849999999999999,surprise,8.0,1.2516799709212418,joy,2.0
shame,"I passed on some gossip that was untrue and cause two friends to  
have a fight who were already experiencing difficulties with each  
other.","['i', 'passed', 'on', 'some', 'gossip', 'that', 'was', 'untrue', 'and', 'because', 'two', 'friends', 'to', 'have', 'a', 'fight', 'who', 'were', 'already', 'experiencing', 'difficulties', 'with', 'each', 'other']","[""'i"", 'pass', 'on', 'some', 'gossip', 'that', 'be', 'untrue', 'and', 'because', ""two'"", 'friend', ""to'"", 'have', ""a'"", 'fight', ""who'"", 'be', 'already', 'experience', 'difficulty', 'with', 'each', ""'other""]",joy,3.0,1.346,surprise,13.0,2.0654177502221014,joy,13.0
guilt,"Missing lectures and avoiding university work for no reason when  
it had to be done.","['missing', 'lectures', 'and', 'avoiding', 'university', 'work', 'for', 'no', 'reason', 'when', 'it', 'had', 'to', 'be', 'done']","[""'missing"", 'lecture', 'and', 'avoid', 'university', 'work', 'for', ""no'"", 'reason', 'when', 'it', 'have', ""to'"", ""be'"", 'do']",fear,3.0,1.162,surprise,9.0,1.9784855643897026,joy,6.0
joy,"When I received my U.E. accredited as I was totally unexpecting  
it and I was so happy.","['when', 'i', 'received', 'my', 'u.e.', 'accredited', 'as', 'i', 'was', 'totally', 'unexpecting', 'it', 'and', 'i', 'was', 'so', 'happy']","['when', ""i'"", 'receive', 'my', 'u.e.', 'accredite', 'as', 'i', 'be', 'totally', 'unexpect', 'it', 'and', 'i', 'be', 'so', 'happy']",joy,1.0,0.7879999999999999,joy,6.0,1.1623975059935794,joy,2.0
fear,"I went to see a movie and I went with a friend, it was really  
frightening and it made me stop and think about the world around  
me and what it is really like out there. I was frightened all  
that night.","['i', 'went', 'to', 'see', 'a', 'movie', 'and', 'i', 'went', 'with', 'a', 'friend', 'it', 'was', 'really', 'frightening', 'and', 'it', 'made', 'me', 'stop', 'and', 'think', 'about', 'the', 'world', 'around', 'me', 'and', 'what', 'it', 'is', 'really', 'like', 'out', 'there', 'i', 'was', 'frightened', 'all', 'that', 'night']","['i', 'go', ""to'"", 'see', 'a', 'movie', 'and', 'i', 'go', 'with', ""a'"", 'friend', 'it', 'be', 'really', 'frightening', 'and', 'it', 'make', 'i', 'stop', 'and', 'think', 'about', ""the'"", 'world', 'around', ""me'"", 'and', 'what', 'it', 'be', 'really', 'like', 'out', 'there', ""i'"", 'be', 'frightened', 'all', 'that', 'night']",fear,2.0,1.6880000000000002,surprise,16.0,2.6716733481592354,joy,13.0
anger,"When my flatmate put me down because she ""thought"" she was better  
than me, or she felt she was.","['when', 'my', 'flatmate', 'put', 'me', 'down', 'because', 'she', 'thought', 'she', 'was', 'better', 'than', 'me', 'or', 'she', 'felt', 'she', 'was']","['when', 'my', 'flatmate', 'put', 'i', 'down', 'because', ""she'"", 'think', ""she'"", 'be', 'better', 'than', 'i', 'or', ""she'"", 'feel', ""she'"", 'be']",,0.0,0.0,surprise,6.0,1.256561049014436,joy,6.0
sadness,"When a very close friend of mine went into hospital for a major  
operation and I couldn't see her for a while as I was not a  
relative she had no relatives in N.Z.","['when', 'a', 'very', 'close', 'friend', 'of', 'mine', 'went', 'into', 'hospital', 'for', 'a', 'major', 'operation', 'and', 'i', 'counld', 'not', 'see', 'her', 'for', 'a', 'while', 'as', 'i', 'was', 'not', 'a', 'relative', 'she', 'had', 'no', 'relatives', 'in', 'n.z']","['when', 'be', 'very', 'close', 'friend', 'of', 'mine', 'go', 'into', 'hospital', 'for', 'a', 'major', 'operation', 'and', ""i'"", 'counld', 'not', 'see', 'she', 'for', 'a', 'while', 'as', ""i'"", 'be', 'not', ""a'"", 'relative', ""she'"", 'have', ""no'"", 'relative', 'in', 'n.', 'z']",joy,2.0,0.768,sadness,11.0,1.6566365698601855,joy,9.0
disgust,"One of my very good friends came to me for advice as her  
boyfriend had been hitting her and beating her quite harmfully.","['one', 'of', 'my', 'very', 'good', 'friends', 'came', 'to', 'me', 'for', 'advice', 'as', 'her', 'boyfriend', 'had', 'been', 'hitting', 'her', 'and', 'beating', 'her', 'quite', 'harmfully']","[""'one"", 'of', 'my', 'very', 'good', 'friend', 'come', ""to'"", 'i', 'for', 'advice', 'as', 'she', 'boyfriend', 'have', 'be', 'hit', 'she', 'and', 'beating', 'she', 'quite', 'harmfully']",joy,4.0,1.998,surprise,12.0,2.1088741492908896,joy,11.0
shame,"When I let my girlfriend use my essay to help her to write hers  
and the tutor found them alike.","['when', 'i', 'let', 'my', 'girlfriend', 'use', 'my', 'essay', 'to', 'help', 'her', 'to', 'write', 'hers', 'and', 'the', 'tutor', 'found', 'them', 'alike']","['when', ""i'"", 'let', 'my', 'girlfriend', 'use', 'my', 'essay', ""to'"", 'help', 'she', ""to'"", 'write', 'hers', 'and', ""the'"", 'tutor', 'find', 'they', 'alike']",,0.0,0.0,surprise,10.0,2.377535478279735,joy,6.0
guilt,"When I had to lie to my boyfriend so that he wouldn't suspect I'd  
bought him a xmas present as expensive as I had.","['when', 'i', 'had', 'to', 'lie', 'to', 'my', 'boyfriend', 'so', 'that', 'he', 'would', 'not', 'suspect', 'i', 'would', 'bought', 'him', 'a', 'xmas', 'present', 'as', 'expensive', 'as', 'i', 'had']","['when', ""i'"", 'have', ""to'"", 'lie', ""to'"", 'my', 'boyfriend', ""so'"", 'that', ""he'"", 'would', 'not', 'suspect', ""i'"", 'would', 'buy', 'he', ""a'"", 'xmas', 'present', 'as', 'expensive', 'as', 'i', 'have']",joy,3.0,1.6400000000000001,anger,9.0,1.3018881306670922,joy,4.0
joy,"I received an assignment back, and got an A+ grading.","['i', 'received', 'an', 'assignment', 'back', 'and', 'got', 'an', 'a', 'grading']","[""'i"", 'receive', 'a', 'assignment', 'back', 'and', 'get', 'a', 'a', 'grading']",,0.0,0.0,surprise,7.0,1.2853884685349897,joy,2.0
fear,"I was walking home one night (after getting a bus to my town)  
when I was confronted by a group of males (about 6), they would  
not let me pass - they made comments etc. - I crossed the road  
and hurried home.","['i', 'was', 'walking', 'home', 'one', 'night', 'after', 'getting', 'a', 'bus', 'to', 'my', 'town', 'when', 'i', 'was', 'confronted', 'by', 'a', 'group', 'of', 'males', 'about', '6', 'they', 'would', 'not', 'let', 'me', 'pass', 'they', 'made', 'comments', 'etc', 'i', 'crossed', 'the', 'road', 'and', 'hurried', 'home']","['i', 'be', 'walk', 'home', 'one', 'night', 'after', 'get', 'a', 'bus', ""to'"", 'my', 'town', 'when', ""i'"", 'be', 'confront', 'by', ""a'"", 'group', 'of', 'male', 'about', '6', 'they', 'would', 'not', 'let', ""me'"", 'pass', 'they', 'make', 'comment', 'etc', ""i'"", 'cross', ""the'"", 'road', 'and', 'hurry', 'home']",anger,2.0,1.1430000000000002,surprise,27.0,4.327426782180581,joy,11.0
anger,"I lent a text-book to a person I did not know very well, they  
lost the text-book and gave me no compensation.","['i', 'lent', 'a', 'text', 'book', 'to', 'a', 'person', 'i', 'did', 'not', 'know', 'very', 'well', 'they', 'lost', 'the', 'text', 'book', 'and', 'gave', 'me', 'no', 'compensation']","['i', 'len', ""a'"", 'text', 'book', ""to'"", ""a'"", 'person', ""i'"", 'do', 'not', 'know', 'very', 'well', 'they', 'lose', ""the'"", 'text', 'book', 'and', 'give', 'i', ""no'"", 'compensation']",sadness,2.0,1.134,surprise,12.0,2.2922561943933193,joy,6.0
sadness,"At the beginning of the year I moved to a new city - I felt sad  
as I had to leave many friends and family members behind.","['at', 'the', 'beginning', 'of', 'the', 'year', 'i', 'moved', 'to', 'a', 'new', 'city', 'i', 'felt', 'sad', 'as', 'i', 'had', 'to', 'leave', 'many', 'friends', 'and', 'family', 'members', 'behind']","['at', ""the'"", 'beginning', 'of', ""the'"", 'year', ""i'"", 'move', ""to'"", ""a'"", 'new', 'city', ""i'"", 'feel', 'sad', 'as', ""i'"", 'have', ""to'"", 'leave', 'many', 'friend', 'and', 'family', 'member', 'behind']",joy,3.0,1.471,surprise,17.0,2.851793366725156,joy,10.0
disgust,"I read a newspaper article about dogs being stolen in order to  
use them for fighting purposes.","['i', 'read', 'a', 'newspaper', 'article', 'about', 'dogs', 'being', 'stolen', 'in', 'order', 'to', 'use', 'them', 'for', 'fighting', 'purposes']","['i', 'read', ""a'"", 'newspaper', 'article', 'about', 'dog', 'be', 'steal', 'in', 'order', ""to'"", 'use', 'they', 'for', 'fighting', 'purpose']",anger,3.0,1.883,anger,12.0,1.9000676964592764,joy,5.0
shame,"I was amongst a group of people talking about how the Maori  
people were stirrers and causing trouble in our country. I felt  
shame to be a pakeha when other pakehas had such narrow  
conservative views.","['i', 'was', 'amongst', 'a', 'group', 'of', 'people', 'talking', 'about', 'how', 'the', 'maori', 'people', 'were', 'stirrers', 'and', 'causing', 'trouble', 'in', 'our', 'country', 'i', 'felt', 'shame', 'to', 'be', 'a', 'pakeha', 'when', 'other', 'pakehas', 'had', 'such', 'narrow', 'conservative', 'views']","['i', 'be', 'amongst', 'a', 'group', 'of', 'people', 'talk', 'about', 'how', ""the'"", 'maori', 'people', 'be', 'stirrer', 'and', 'cause', 'trouble', 'in', ""our'"", 'country', ""i'"", 'feel', 'shame', ""to'"", ""be'"", ""a'"", 'pakeha', 'when', ""'other"", 'pakehas', 'have', 'such', 'narrow', 'conservative', 'view']",sadness,1.0,0.594,surprise,18.0,3.248548747611003,joy,11.0
guilt,"I took my father's car to church one Sunday (I told them that's  
where I was going ) I decided instead to go for a drive to the  
beach - on the way I got a puncture.","['i', 'took', 'my', 'father', 'is', 'car', 'to', 'church', 'one', 'sunday', 'i', 'told', 'them', 'that', 'is', 'where', 'i', 'was', 'going', 'i', 'decided', 'instead', 'to', 'go', 'for', 'a', 'drive', 'to', 'the', 'beach', 'on', 'the', 'way', 'i', 'got', 'a', 'puncture']","[""'i"", 'take', 'my', 'father', 'be', 'car', ""to'"", 'church', 'one', 'sunday', ""i'"", 'tell', 'they', 'that', 'be', 'where', ""i'"", 'be', 'go', ""i'"", 'decide', 'instead', ""to'"", 'go', 'for', 'a', 'drive', ""to'"", ""the'"", 'beach', 'on', ""the'"", 'way', 'i', 'get', 'a', 'puncture']",joy,3.0,1.008,surprise,20.0,3.665793681315151,joy,10.0
joy,"Getting University Entrance accredited and arriving home from  
boarding school on accrediting leave.","['getting', 'university', 'entrance', 'accredited', 'and', 'arriving', 'home', 'from', 'boarding', 'school', 'on', 'accrediting', 'leave']","['get', 'university', 'entrance', 'accredite', 'and', 'arrive', 'home', 'from', 'boarding', 'school', 'on', 'accrediting', 'leave']",joy,1.0,0.5589999999999999,surprise,12.0,1.894400400617022,joy,3.0
fear,"Thinking that I had been seen smoking at school by a teacher -  
waiting to be summoned to the headmaster's office.","['thinking', 'that', 'i', 'had', 'been', 'seen', 'smoking', 'at', 'school', 'by', 'a', 'teacher', 'waiting', 'to', 'be', 'summoned', 'to', 'the', 'headmaster', 'is', 'office']","['think', 'that', ""i'"", 'have', 'be', 'see', 'smoking', 'at', 'school', 'by', ""a'"", 'teacher', 'wait', ""to'"", ""be'"", 'summon', ""to'"", ""the'"", 'headmaster', 'be', 'office']",,0.0,0.0,surprise,13.0,2.3599858866628596,joy,4.0
anger,"When my mother rejected my boyfriend and made unfair judgements  
on him.","['when', 'my', 'mother', 'rejected', 'my', 'boyfriend', 'and', 'made', 'unfair', 'judgements', 'on', 'him']","['when', 'my', 'mother', 'reject', 'my', 'boyfriend', 'and', 'make', 'unfair', 'judgement', 'on', 'he']",sadness,4.0,1.7750000000000004,disgust,9.0,1.4084239851955442,joy,4.0
sadness,"At my grandfather's funeral - My grandparents virtually raised me  
as my mother was a solo-parent and had to work.","['at', 'my', 'grandfather', 'is', 'funeral', 'my', 'grandparents', 'virtually', 'raised', 'me', 'as', 'my', 'mother', 'was', 'a', 'solo', 'parent', 'and', 'had', 'to', 'work']","['at', 'my', 'grandfather', 'be', 'funeral', 'my', 'grandparent', 'virtually', 'raise', ""me'"", 'as', 'my', 'mother', 'be', 'a', 'solo', 'parent', 'and', 'have', ""to'"", 'work']",sadness,2.0,0.8600000000000001,surprise,11.0,2.444226330482276,joy,6.0
disgust,Watching a TV documentary on seal clubbing.,"['watching', 'a', 'tv', 'documentary', 'on', 'seal', 'clubbing']","['watch', ""a'"", ""tv'"", 'documentary', 'of', 'and', 'seal', 'clubbing']",,0.0,0.0,surprise,6.0,1.1419706653707886,joy,3.0
shame,"I ate very fattening food in front of my boyfriend who would like  
me to lose weight. I am supposedly pursuing a modelling career  
but first I must lose weight. I had been trying to diet.","['i', 'ate', 'very', 'fattening', 'food', 'in', 'front', 'of', 'my', 'boyfriend', 'who', 'would', 'like', 'me', 'to', 'lose', 'weight', 'i', 'am', 'supposedly', 'pursuing', 'a', 'modelling', 'career', 'but', 'first', 'i', 'must', 'lose', 'weight', 'i', 'had', 'been', 'trying', 'to', 'diet']","['i', 'eat', 'very', 'fatten', 'food', 'in', 'front', 'of', 'my', 'boyfriend', ""who'"", 'would', 'like', ""mee'"", ""to'"", 'lose', 'weight', ""i'"", 'am', 'supposedly', 'pursue', 'a', 'modelling', 'career', 'but', 'first', ""i'"", 'must', 'lose', 'weight', ""i'"", 'have', 'be', 'try', ""to'"", 'diet']",joy,3.0,0.847,surprise,21.0,3.7964795598585814,joy,9.0
guilt,"I let my pet budgie loose to fly around my room one afternoon. A  
few hours afterwards I found he was still free, went in and out  
of my room leaving the door open. My cat got in and killed my  
budgie - this happened to 3 budgies.","['i', 'let', 'my', 'pet', 'budgie', 'loose', 'to', 'fly', 'around', 'my', 'room', 'one', 'afternoon', 'a', 'few', 'hours', 'afterwards', 'i', 'found', 'he', 'was', 'still', 'free', 'went', 'in', 'and', 'out', 'of', 'my', 'room', 'leaving', 'the', 'door', 'open', 'my', 'cat', 'got', 'in', 'and', 'killed', 'my', 'budgie', 'this', 'happened', 'to', '3', 'budgies']","['i', 'let', 'my', 'pet', 'budgie', 'loose', ""to'"", 'fly', 'around', 'my', 'room', 'one', 'afternoon', 'a', 'few', 'hour', 'afterwards', ""i'"", 'find', 'he', 'be', 'still', 'free', 'go', 'in', 'and', 'out', 'of', 'my', 'room', 'leave', ""the'"", 'door', 'open', 'my', 'cat', 'get', 'in', 'and', 'kill', 'my', 'budgie', 'this', 'happen', ""to'"", '3', 'budgie']",sadness,3.0,1.391,surprise,28.0,4.251352320732903,joy,12.0
