Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",fear,0.312,fear," I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start."
"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",fear,0.667,fear," Vote Your Conscience or succumb to fear? 'He is scary, he is dangerous!' - is alarmist PATRIOTACT platform."
@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice ,fear,0.708,fear, it would be great but what if the card crashes  face_screaming_in_fear . it is happened to me twice 
@JustinTrudeau opened doors to terrorism and he will pay for it. @CP24 @globalnewsto,fear,0.562,fear, opened doors to terrorism and he will pay for it.  
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear,0.157,fear,This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon
What's up Cowboys? ,fear,0.062,fear,what is up Cowboys? 
@Naya_Eclissu + me!'\n\nAnd that's when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +,fear,0.6459999999999999,fear, + me!'\n\nAnd that is when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",fear,0.583,fear,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. "
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,fear,0.542,fear, King never once spoke out about how the Left crushes Free Speech in publishing world.\n\nTrump horror scifi ccot p2
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,fear,0.479,fear, Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. 
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear,0.375,fear,". love it! so true. As  taught me, fear can be an illusion. coaching  courage"
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),fear,0.708,fear,My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :')
@caIrissian take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,fear,0.542,fear, take deep breaths bc the shaking could be from adrenaline. Oh wow that is weird. Depending if you are regular or not that varies-
"@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!",fear,0.542,fear," One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she is going to pop up any time!"
"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear,0.521,fear,"twitter users Tweeting on twitter is like playing a game against the computer. where is the life, Everyone too afraid to say something?"
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear,0.41700000000000004,fear,  I couldn't care less about GOTHAM. I haven't watched it since the mid point of season 1. horrible
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it ,fear,0.33299999999999996,fear, i have seen a bunch of that on another twitter feed and I remember you had an opinion on it 
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear,0.43799999999999994,fear,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! gross  getoffthetrain smelly"
sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,fear,0.562,fear,sai manakgupta \n\nWhat about brutality by Indian Army In Kashmir ? isnt it terrorism ?\nIndia should accept precondition of Free Kashmir fi…
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear,0.336,fear, just received order from  &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal notcool 
I hate having ideas but being too afraid to share them 😔,fear,0.688,fear,I hate having ideas but being too afraid to share them  pensive_face 
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear,0.271,fear,what is the most important thing you need to accomplish today? onlinemarketing solopreneur start up success
"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",fear,0.625,fear,"Arguing with these people doesn't work anyway, they just threaten to put you in death camps."
Round 2  #pcola,fear,0.22899999999999998,fear,Round 2  pcola
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,0.667,fear," Virtually every statement by other countries at UN has referred to terror as main threat to peace, Pak still in denial."
day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,fear,0.657,fear,day 2 of the thread and i thing he doesn't like me like that. idk he is so shy and secretive... ugh.
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,fear,0.312,fear,Completely blown away by    and the cast of  tonight. fathomevents speechless 
Changing my hair again #shocking,fear,0.375,fear,Changing my hair again shocking
I've said it before and I'll say it again: It's God! All God! Only God! #awe #archippusawakening #entirelybyhisgrace,fear,0.16699999999999998,fear,i have said it before and i will say it again: it is God! All God! Only God! awe archippusawakening entirelybyhisgrace
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear,0.22899999999999998,fear,Ladies and gentlemen\nAfter the tremendous success of Panama Leaks\n Now presenting Bahamas Leaks  face_with_tears_of_joy 
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",fear,0.8140000000000001,fear,"Migraine hangover all day. Stood up to do dishes and now i am exhausted again. GAD, depression &amp; chronic pain  depression pain"
"Fuck being shy, I'm trying to be up in them thighs.",fear,0.354,fear,"Fuck being shy, i am trying to be up in them thighs."
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear,0.354,fear,My fav movies are horror but they don't make them like they used too. Haven't seen a great one in years
@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear,0.396,fear,     Have you read the OT and Pauline Epistles? They have countless horrid rules
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear,0.517,fear,"Maybe i am too cynical for my own good, but i am afraid, this is the only way to understand Nigeria."
That goes the #alarm,fear,0.479,fear,That goes the alarm
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,0.833,fear,Now this is getting out of hand. i am freaked out by this death...and i am God!! mommaGrendel intimidation
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,fear,0.5529999999999999,fear,Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do 
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",fear,0.479,fear,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it is all in the name of love  musical_notes "
"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear,0.6459999999999999,fear," pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway"
@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,fear,0.479,fear, What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she is a horrible candidate
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,fear,0.43799999999999994,fear,"""What worries you masters you."" - Haddon Robinson  Jesusisthesubject   anxious"
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear,0.475,fear,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding terror.
